Stock_Index,Stock_Name,Weeks_Listed,First_Listed,Last_Listed
2783,"House of Fabrics, Inc.",0,,
2754,Homefed Corp,0,,
2990,International Lease Finance Corporation,0,,
4472,"Philips Industries, Inc.",0,,
499,Aristech Chemical Corporation,0,,
2741,Holiday Corporation,0,,
3262,"L.A. Gear, Inc.",0,,
3239,Koger Properties Inc.,0,,
2028,Esselte Business Systems Inc.,0,,
500,Arkla Exploration Co.,0,,
946,C&S Sovran Corporation,0,,
4511,Pittway Corporation,0,,
4173,Ocean Drilling & Exploration Company,0,,
4117,Norton Company,0,,
2601,Hamilton Oil Corporation,0,,
2602,Hancock Fabrics Inc,0,,
3594,MCA Inc.,0,,
2538,Great Northern Nekoosa Corporation,0,,
6080,Vista Chemical Company,0,,
3515,Manufacturers Hanover Corporation,0,,
6287,"Worldwide Restaurant Concepts, Inc.",0,,
5575,"Telecredit, Inc.",0,,
5542,"TCBY Enterprises, Inc.",0,,
3732,MGM/UA Communications Company,0,,
2221,FirstCity Financial Corp.,0,,
3963,NCR Corporation,0,,
2316,Freeport-McMoRan Gold Co.,0,,
1740,"Diversified Energies, Inc.",0,,
1151,Cetus Corporation,0,,
2400,General Instrument Corporation,0,,
5888,United Artists Entertainment Company,0,,
5890,"United Banks of Colorado, Inc.",0,,
5044,Sea Containers Ltd.,0,,
2209,First Pennsylvania Corporation,0,,
1452,Contel Corporation,0,,
5244,Southeast Bkg Corp Com,0,,
5572,"Telcom, USA, Inc.",0,,
5257,Sovran Financial Corporation,0,,
1499,Corroon & Black Corporation,0,,
1462,Contour Energy Co.,0,,
5239,South Carolina National Corporation,0,,
2301,Foxboro Company,0,,
7255,"Porch Group, Inc.",0,,
5113,"Shearson Lehman Hutton Holdings, Inc.",0,,
5307,Square D Company,0,,
6946,"Unity Biotechnology, Inc.",1,2020-08-14,2020-08-14
6631,Minerva Neurosciences Inc,1,2020-05-22,2020-05-22
2641,Hawthorne Financial Corp.,1,2004-04-02,2004-04-02
647,"Axys Pharmaceuticals, Inc.",1,2000-03-03,2000-03-03
6921,"Kaleido Biosciences, Inc.",1,2019-05-24,2019-05-24
3372,"Life Partners Holdings, Inc.",1,2009-01-02,2009-01-02
692,"Bar Harbor Bankshares, Inc.",1,2017-03-31,2017-03-31
2628,Harris Interactive Inc.,1,2004-01-16,2004-01-16
2051,"Evoq Properties, Inc.",1,2007-10-05,2007-10-05
7195,"Rush Street Interactive, Inc. Class A",1,2020-12-25,2020-12-25
7003,"i3 Verticals, Inc. Class A",1,2020-02-07,2020-02-07
3349,"Liberty Bancorp, Inc.",1,1997-03-07,1997-03-07
7130,Brainstorm Cell Therapeutics Inc.,1,2020-10-09,2020-10-09
7123,XL Fleet Corp. Class A,1,2020-12-25,2020-12-25
7258,Gores Holdings IV Inc Class A,1,2020-12-25,2020-12-25
7117,"Fulcrum Therapeutics, Inc.",1,2020-06-26,2020-06-26
4288,Osteotech,1,1999-02-05,1999-02-05
3081,ITUS Corporation,1,1996-06-14,1996-06-14
4291,Outboard Marine Corporation,1,1994-02-18,1994-02-18
5821,"Twin Disc, incorporated",1,2011-11-18,2011-11-18
4651,Proxim Corporation Class A,1,2002-03-29,2002-03-29
3755,"Mid-American Waste Systems, Inc.",1,1992-02-28,1992-02-28
1103,CECO Environmental Corp.,1,2013-10-18,2013-10-18
3939,"National Vision, Inc.",1,1993-01-01,1993-01-01
5737,TravelCenters of America Inc.,1,2020-12-25,2020-12-25
2478,Global Natural Resources Inc.,1,1996-09-27,1996-09-27
5825,"Tyco Toys, Inc.",1,1992-09-04,1992-09-04
3766,Midwest Air Group Inc.,1,1998-07-10,1998-07-10
2309,Franklin Bank Corp.,1,2006-10-13,2006-10-13
5667,"Tillys, Inc. Class A",1,2012-09-28,2012-09-28
1378,CommNet Cellular Inc.,1,1999-06-25,1999-06-25
4835,"Resource Bancshares Mortgage Group, Inc.",1,1998-07-17,1998-07-17
1729,"Discount Auto Parts, Inc.",1,1996-02-02,1996-02-02
5390,"Straight Path Communications, Inc. Class B",1,2015-10-23,2015-10-23
5079,Semitool,1,2000-07-14,2000-07-14
1444,"CTO Realty Growth, Inc.",1,2005-07-29,2005-07-29
2267,"Foothill Group, Inc.",1,1995-10-06,1995-10-06
7186,IMARA Inc.,1,2020-11-27,2020-11-27
290,"American Apparel, Inc.",1,2008-10-03,2008-10-03
7259,BeyondSpring Inc.,1,2020-11-13,2020-11-13
7189,CuriosityStream Inc Class A,1,2020-12-25,2020-12-25
7178,Qurate Retail Inc 8 % Cum Red Pfd Registered Shs Series A When Issued,1,2020-09-25,2020-09-25
7248,Fathom Holdings Inc,1,2020-12-25,2020-12-25
1533,Crawford & Company Class A,1,1997-09-26,1997-09-26
7245,"Elys Game Technology, Corp.",1,2020-12-25,2020-12-25
97,"Adept Technology, Inc.",1,2000-09-29,2000-09-29
1560,Crusader Energy Group Inc Com,1,2008-10-03,2008-10-03
3901,Nam Tai Property Inc.,1,2018-03-16,2018-03-16
1553,"Crossroads Systems, Inc.",1,2000-07-07,2000-07-07
5083,"Senomyx, Inc.",1,2006-10-13,2006-10-13
1705,Digex Incorporated,1,2001-07-06,2001-07-06
4229,OneComm Corporation,1,1994-08-26,1994-08-26
7096,89bio Inc,1,2020-03-06,2020-03-06
3304,"Lawson Products, Inc.",1,2005-02-04,2005-02-04
532,"Ascent Entertainment Group, Inc.",1,1999-10-29,1999-10-29
6514,Yodlee Inc,1,2015-11-13,2015-11-13
1294,ClinTrials Research Inc.,1,1997-01-31,1997-01-31
4006,Network Access Solutions Co Com,1,2000-07-14,2000-07-14
3983,NetGenesis Corp.,1,2000-04-07,2000-04-07
920,BSML Inc.,1,2001-07-20,2001-07-20
6243,"John Wiley & Sons, Inc. Class B",1,2005-08-26,2005-08-26
6445,Allied Motion Technologies Inc.,1,2018-09-28,2018-09-28
922,"BT Office Products International, Inc.",1,1996-07-05,1996-07-05
805,Clarus Corporation,1,2020-11-06,2020-11-06
721,Caribbean Investment Holdings Limited,1,2000-08-18,2000-08-18
858,"Boron, LePore & Associates, Inc.",1,1998-10-16,1998-10-16
2519,Graham Corporation,2,2008-08-01,2008-08-15
1790,"DSL.net, Inc.",2,2000-07-07,2000-07-14
6338,ZaZa Energy Corp.,2,2006-04-07,2006-04-21
6093,Viveve Medical Inc,2,1996-03-01,1996-03-08
6545,PDS Biotechnology Corp.,2,2018-03-09,2018-03-16
4222,Onconova Therapeutics Inc.,2,2013-09-27,2013-10-04
7012,"TransMedics Group, Inc.",2,2020-12-18,2020-12-25
1933,"ENCAD, Inc.",2,1996-10-04,1997-07-11
375,Ampco-Pittsburgh Corporation,2,2007-07-20,2008-06-20
6964,"Roan Resources, Inc.",2,2019-05-03,2019-05-10
4435,Periphonics Corporation,2,1999-10-29,1999-11-05
7232,Apartment Income REIT Corp,2,2020-12-18,2020-12-25
461,Aradigm Corporation,2,2000-03-03,2000-03-10
7098,"Satsuma Pharmaceuticals, Inc.",2,2020-02-07,2020-06-19
9,3Dfx Interactive,2,1999-05-21,1999-05-28
377,AmpliPhi BioSciences Corporation,2,2000-07-07,2000-08-25
2846,"Idera Pharmaceuticals, Inc.",2,2015-02-27,2015-03-06
2952,"Integrated Circuit Systems, Inc.",2,1997-10-03,1997-10-10
2953,"Integrated Defense Technologies, Inc.",2,2002-07-05,2002-09-13
2871,Immersion Corporation,2,2007-07-13,2018-06-15
1597,Cylink Corporation,2,2000-07-07,2000-07-14
1552,"Crossmann Communities, Inc.",2,2002-03-01,2002-04-12
2929,Innovex Inc.,2,1997-05-09,1997-05-16
2264,Foamex Intl Inc Com New,2,1997-01-31,1997-02-07
2237,Flagstar Co. Inc.,2,1994-03-11,1994-03-18
5363,Sterling Bancorp,2,2004-12-03,2004-12-31
5367,"Sterling Construction Company, Inc.",2,2020-12-18,2020-12-25
4862,"RFS Hotel Investors, Inc.",2,1998-05-01,1998-05-08
4972,Salton,2,2000-02-11,2000-03-03
5391,Strasbaugh,2,2000-12-08,2000-12-15
3890,"MyPoints.com, Inc.",2,2000-07-14,2000-07-21
1528,"CRA Managed Care, Inc.",2,1996-10-18,1997-08-29
1614,Daegis Inc.,2,1999-12-10,1999-12-17
7137,"Romeo Power, Inc. Class A",2,2020-12-18,2020-12-25
7135,Tuscan Holdings Corp.,2,2020-12-11,2020-12-25
5647,"Thomas Properties Group, Inc.",2,2007-10-05,2007-10-12
3988,Netcentives Inc Com,2,2000-07-07,2000-07-14
3801,MobileMedia Corporation,2,1996-07-05,1996-07-12
3684,Meridian Gold Inc.,2,1993-07-02,1993-07-30
1217,ChiRex Inc.,2,1999-07-23,1999-11-26
5565,"TelCom Semiconductor, Inc.",2,2000-07-07,2000-07-14
3804,"Modem Media, Inc.",2,2000-07-14,2000-07-21
5643,Third Wave Technologies,2,2008-06-13,2008-06-20
5444,"Superconductor Technologies, Inc.",2,2000-07-07,2000-07-14
5035,"SCO Group, Inc.",2,2000-04-07,2000-06-23
1738,Distributed Energy Sys,2,2000-11-03,2000-11-17
4732,"RAE Systems, Inc.",2,2004-11-12,2004-11-26
4584,"Premier Exhibitions, Inc.",2,2007-07-06,2007-07-20
5966,USLD Communications Corporation,2,1996-07-05,1996-07-12
7200,"Pandion Therapeutics, Inc.",2,2020-11-20,2020-11-27
6771,Sio Gene Therapies Inc,2,2018-01-05,2018-06-08
2133,Veru Inc,2,2020-12-18,2020-12-25
781,"Albireo Pharma, Inc.",2,2020-12-11,2020-12-18
4068,"NFO Worldwide, Inc.",2,2000-03-31,2000-04-07
2183,First Consulting Group,2,1999-01-08,1999-02-05
3139,Jumbosports Inc Com,2,1994-03-18,1994-04-08
2693,"Herbalife International, Inc.",2,1998-03-13,1998-03-20
6025,"Verastem, Inc.",2,2020-04-17,2020-04-24
6766,"Calyxt, Inc.",2,2019-05-03,2019-05-10
3498,Mair Holdings Inc Com,2,1998-07-10,1998-07-17
3641,"Mediaplex, Inc.",2,2000-07-07,2000-07-14
2062,Excel Tech,3,2000-06-30,2000-07-14
7033,"Atreca, Inc. Class A",3,2020-02-07,2020-03-06
4440,Pervasive Software Inc.,3,1999-10-01,1999-10-15
195,Aldus Corporation,3,1992-01-03,1992-01-24
6401,Horizon Global Corp.,3,2016-12-09,2016-12-30
4416,Penwest Pharmaceuticals,3,2006-02-10,2006-06-23
1998,"EpicEdge, Inc.",3,2000-07-07,2000-07-21
2752,HomeBanc,3,2006-02-24,2006-04-21
6681,"Solaris Oilfield Infrastructure, Inc. Class A",3,2019-05-03,2019-05-17
2571,Guaranty Financial Group Inc.,3,2008-02-08,2008-02-22
2673,Heart Technology Inc.,3,1995-12-15,1995-12-29
2105,Fairchild Corp Cl A,3,1998-07-10,1998-07-24
6415,Genco Shipping & Trading Ltd,3,2015-07-31,2015-08-14
7199,Advantage Solutions Inc Class A,3,2020-12-11,2020-12-25
7146,Canoo Inc. Class A,3,2020-12-11,2020-12-25
4400,Pemstar Inc.,3,2001-11-23,2001-12-07
3310,Lcc International Inc Cl A,3,2000-07-07,2000-07-21
4826,Republic Security Financial Corporation,3,1998-11-27,1999-01-01
6171,"WebLink Wireless, Inc.",3,2000-07-07,2000-07-21
979,"Calico Commerce, Inc.",3,2000-07-07,2000-07-21
5768,Tricord Systems Inc.,3,2000-07-14,2000-10-20
1901,Pareteum Corporation,3,2019-05-03,2019-05-24
2928,Innovative Clinical Solutn Com New,3,1996-07-19,1996-08-23
7206,"Sutro Biopharma, Inc.",3,2020-12-04,2020-12-25
7132,"Desktop Metal, Inc. Class A",3,2020-12-04,2020-12-25
5273,Spectrian Corporation,3,1997-09-26,1997-10-10
3989,"NetCreations, Inc.",3,2000-07-07,2000-07-21
5840,"United States Lime & Minerals, Inc.",3,2017-10-13,2017-10-27
5415,"Sun Bancorp, Inc.",3,2016-12-23,2017-10-27
5456,SureBeam Corporation,3,2002-08-16,2002-08-30
830,"Bluestone Software, Inc.",3,2000-07-14,2000-09-01
1905,"eLOT, Inc.",3,1999-04-16,2000-01-28
908,"Brooktrout, Inc.",3,2000-03-03,2000-08-25
4618,"Primus Knowledge Solutions, Inc.",3,2000-07-07,2000-07-21
3620,"MCSi, Inc.",3,2002-01-04,2002-01-18
3630,"Med Diversified, Inc.",3,2000-07-07,2000-07-21
4545,"Poniard Pharmaceuticals, Inc.",3,2000-07-07,2000-09-29
6596,"Fluent, Inc.",3,2019-04-26,2019-05-10
7220,"Eos Energy Enterprises, Inc. Class A",4,2020-12-04,2020-12-25
6998,"Evolus, Inc.",4,2019-05-03,2019-09-20
3063,Ipix Corp Com,4,2000-07-07,2000-07-28
87,Robotic Vision Systems,4,2000-03-24,2000-07-21
2981,"Interlogix, Inc.",4,2001-03-30,2001-06-29
7213,Aarons Company Inc,4,2020-12-04,2020-12-25
456,Aqua Alliance Inc.,4,1992-01-10,1992-02-14
443,Applied Films Corporation,4,2004-01-09,2004-02-13
6977,Adicet Bio Inc,4,2020-10-09,2020-12-25
2585,El Paso Energy Partners L P Pref Unit,4,1998-07-03,1998-07-24
3314,Leader Financial Corporation,4,1996-09-06,1996-09-27
6983,Seadrill Ltd.,4,2019-05-03,2019-05-24
1966,Enliven Marketing Technologies Inc.,4,2000-03-10,2000-03-31
4281,Oscient Pharmaceuticals Corp.,4,2000-07-07,2000-09-01
6543,"CPI Card Group, Inc.",4,2015-12-25,2016-01-15
3587,May & Speh Inc.,4,1998-07-03,1998-07-24
3455,Lumos Networks Corp.,4,2013-10-25,2013-12-06
793,BioSpecifics Technologies Corp.,4,2019-02-15,2019-03-15
3479,Mafco Consolidated Group Inc.,4,1997-07-04,1997-07-25
2608,Handy & Harman Ltd.,4,2014-12-26,2015-02-20
4184,"OCZ Technology Group, Inc.",4,2012-02-24,2012-03-16
4058,Nexell Therapeutics Inc.,4,2000-03-03,2000-03-24
602,"Auspex Systems, Inc.",4,1996-05-10,1996-05-31
3434,Loudeye Corp.,4,2000-07-07,2000-07-28
1880,eGain Corporation,4,2020-10-09,2020-11-06
4612,"Prime Service, Inc.",4,1997-07-04,1997-07-25
5898,United Counties Bancorporation,4,1996-02-02,1996-02-23
5876,Unilife Corporation,4,2014-03-21,2015-04-10
1129,"Centra Software, Inc.",4,2000-03-03,2000-03-24
2376,Gastar Exploration Inc.,4,2014-06-20,2014-07-18
5585,"Telocity Delaware, Inc.",4,2000-05-05,2000-06-16
3692,Merix Corp.,4,2000-09-08,2000-10-20
3719,"Metrologic Instruments, Inc.",4,2005-03-04,2006-04-14
1763,Donegal Group Inc. Class A,4,2006-10-13,2006-12-22
4690,Quadramed Corp,4,1999-01-08,1999-01-29
2402,General Magic Inc Com New,4,2000-03-03,2000-03-24
5354,"Steinway Musical Instruments, Inc.",4,2013-08-16,2013-09-06
5191,SmartDisk Corp.,4,2000-07-07,2000-07-28
3845,Mosinee Paper Corporation,4,1997-09-12,1997-10-03
2252,Flow International Corporation,4,2006-05-05,2006-10-13
1526,CPI Corp.,4,2007-05-11,2007-06-01
1545,Crexus Investment Corp.,4,2013-03-22,2013-04-12
5130,Siem Industries Inc,4,1997-09-19,1997-10-17
7260,Concentrix Corporation,4,2020-12-04,2020-12-25
7187,HighPeak Energy Inc,4,2020-09-04,2020-09-25
271,"Ambassadors International, Inc.",4,2007-02-23,2007-04-13
2957,Integrated Process Equipment Corp.,5,1997-08-29,1997-10-10
2940,"INSpire Insurance Solutions, Inc.",5,1998-11-06,1998-12-04
2933,Inphonic,5,2005-10-14,2007-02-16
1629,"Datastream Systems, Inc.",5,2000-03-03,2000-03-31
1607,"Cysive, Inc.",5,2000-07-07,2000-08-04
5208,"Sodak Gaming, Inc.",5,1996-08-30,1996-10-04
3902,"Nanogen, Inc.",5,2000-07-07,2000-09-01
1537,Creative BioMolecules,5,2000-02-18,2000-06-30
1423,Cone M L S Corporation of North Carolina,5,1993-04-02,1993-05-07
5029,Scientific Games Holdings Corp.,5,1995-09-08,1996-02-09
5050,Seadrill Ltd.,5,2017-03-03,2017-03-31
1693,"Diamond Multimedia Systems, Inc.",5,1997-01-24,1998-03-27
3981,Neoware,5,2006-03-24,2006-04-21
5479,"Symmetricom, Inc.",5,2005-03-18,2005-05-27
5486,Syncora Holdings Ltd.,5,2007-10-05,2007-11-02
1377,"Commercial Vehicle Group, Inc.",5,2010-12-10,2011-04-01
5677,"TippingPoint Technologies, Inc.",5,2000-04-07,2000-06-30
1207,Chiles Offshore Inc.,5,2002-05-03,2002-06-07
1067,Castlepoint Hldgs,5,2009-01-02,2009-01-30
1863,Edge Petroleum Corp,5,2006-01-20,2006-03-03
5971,"United Payors & United Providers, Inc.",5,2000-03-03,2000-03-31
3615,"MCK Communications, Inc.",5,2000-07-14,2000-09-22
4012,Network Systems Corporation,5,1992-01-03,1992-01-31
2222,FirstCom Corporation,5,2000-07-07,2000-08-25
3704,Metals USA Inc.,5,1998-07-03,1998-07-31
1745,"Docent, Inc.",5,2000-11-03,2000-12-08
3976,Neomagic Corporation,5,1998-12-04,1999-01-01
3933,National Research Corporation Class B,5,2013-05-24,2013-06-21
6722,"Basic Energy Services, Inc.",5,2018-01-05,2018-02-23
4096,"Nortek Holdings, Inc.",5,2003-01-03,2003-01-31
6570,,5,2016-07-01,2016-07-29
1001,Candela Corp,5,2006-03-31,2006-04-28
4564,"PowerSecure International, Inc.",5,2014-02-21,2014-04-18
4215,OMNOVA Solutions Inc.,5,2014-03-21,2018-04-27
7115,Apex Technology Acquisition Corp. Class A,5,2020-11-27,2020-12-25
4114,Northwest Pipe Company,5,2008-07-25,2008-09-19
4136,NTELOS Inc.,5,2000-07-07,2000-08-04
605,AutoWeb Inc,5,2004-02-27,2004-04-16
6892,InflaRx N.V.,5,2019-05-03,2019-05-31
6907,"Waitr Holdings, Inc. Class A",5,2019-05-03,2019-05-31
4421,PeopleSupport Inc.,5,2007-01-26,2007-02-23
6969,"Veritone, Inc.",5,2020-11-27,2020-12-25
6622,Energous Corp.,5,2018-02-23,2018-04-20
2838,Ict Group,5,2006-10-13,2006-12-08
4231,"OneMain.com, Inc.",5,1999-07-02,1999-07-30
7118,Tattooed Chef Inc Class A,5,2020-09-11,2020-12-25
10,3DO CO COM NEW,5,1994-10-07,2000-03-17
3056,iPass Inc.,5,2006-03-31,2006-05-05
2595,"Hall, Kinion & Associates, Inc.",5,2000-07-14,2000-08-18
6086,"Vitae Pharmaceuticals, Inc.",6,2016-09-16,2016-10-21
4017,"Neuromedical Systems, Inc.",6,1996-09-13,1996-10-25
4675,"Purple Communications, Inc.",6,2000-07-07,2000-11-03
2354,"FX Energy, Inc.",6,2005-01-14,2011-07-29
6040,Aspira Womens Health Inc.,6,2000-11-03,2020-12-25
1813,"Durata Therapeutics, Inc.",6,2014-10-10,2014-11-14
2361,"SELLAS Life Sciences Group, Inc.",6,2014-01-03,2014-02-07
5124,"Showboat, Inc.",6,1996-04-19,1996-06-21
5103,Seven Seas Petroleum Inc Shs,6,1998-07-03,1998-08-07
5167,Sirrom Capital Corporation,6,1998-07-03,1998-08-14
5640,"TheStreet, Inc.",6,1999-07-02,1999-10-08
5070,"Seitel, Inc.",6,1997-10-10,2001-03-09
7155,"Co-Diagnostics, Inc.",6,2020-05-22,2020-08-07
2914,Inforte Corp Com,6,2000-03-03,2000-04-07
80,"Active Software, Inc.",6,2000-07-07,2000-08-11
450,Applied Signal Tech,6,2010-12-24,2011-01-28
2101,Facet Biotech,6,2010-03-12,2010-04-16
7222,"SOC Telemed, Inc. Class A",6,2020-11-20,2020-12-25
7212,"Cleanspark, Inc.",6,2020-10-02,2020-12-25
401,"Anesiva, Inc.",6,2004-10-29,2004-12-03
3017,International Integration Incorporated,6,1999-09-24,1999-10-29
7111,"Triterras, Inc. Class A",6,2020-11-20,2020-12-25
4081,NitroMed,6,2005-10-07,2005-11-18
3578,Maxicare Health Com Npv,6,1996-01-26,1996-03-01
6439,Chiasma Inc,6,2015-09-25,2015-12-04
6965,Blink Charging Co,6,2020-11-20,2020-12-25
3377,"Life USA Holding, Inc.",6,1999-05-21,1999-06-25
2048,"Everyday Health, Inc.",6,2014-06-27,2014-08-15
6682,Corbus Pharmaceuticals Holdings Inc,6,2020-05-22,2020-09-04
3534,"Mariner Health Group, Inc.",6,1998-04-03,1998-05-08
6259,"Wink Communications, Inc.",6,2000-07-07,2000-09-01
7192,MP Materials Corp Class A,6,2020-11-20,2020-12-25
6903,Telaria Inc,6,2020-01-10,2020-02-28
2284,"Forte Software, Inc.",6,1999-09-10,1999-10-15
4961,"Sage, Inc.",6,2001-12-14,2002-01-18
6591,Golden Star Resources Ltd.,6,2020-08-07,2020-10-09
254,Alternative Resources Corporation,7,1996-07-05,1996-09-20
7163,"Luminar Technologies, Inc. Class A",7,2020-09-11,2020-12-25
5573,"TeleCommunication Systems, Inc. Class A",7,2000-09-01,2000-11-17
3718,"Metrocall Holdings, Inc.",7,2000-03-03,2000-08-04
7168,"Maxeon Solar Technologies, Ltd.",7,2020-08-14,2020-12-25
2869,IMC Mortgage Company,7,1997-10-10,1998-05-01
1554,Crown American Realty Trust,7,2003-10-03,2003-11-14
1488,"Corio, Inc.",7,2000-08-04,2000-09-15
2306,Franchise Mortgage Acceptance Co.,7,1998-07-03,1998-08-14
4916,Royal Appliance Mfg. Co.,7,1992-07-03,1992-09-18
1398,"Computer Learning Centers, Inc.",7,1998-01-23,1998-03-06
4784,Refco Inc Com,7,2005-09-02,2005-10-14
4624,"Procom Technology, Inc.",7,2000-07-07,2000-09-08
1864,Edgen Group Inc. Class A,7,2013-10-04,2013-11-15
6016,"Vencor, Inc.",7,1998-05-01,1998-06-12
1162,"Championship Auto Racing Teams, Inc.",7,1999-05-21,1999-09-10
1187,"Chelsea Therapeutics International, Ltd.",7,2014-05-09,2014-06-20
5834,"U.S. Concrete, Inc.",7,2006-03-24,2006-05-12
2182,"First Connecticut Bancorp, Inc.",7,2018-08-03,2018-09-21
579,"Athlon Energy, Inc.",7,2014-09-26,2014-11-07
3388,Limoneira Company,7,2018-08-03,2018-09-14
3488,MagnaChip Semiconductor Corporation,7,2020-01-24,2020-12-04
3576,"Mavenir Systems, Inc.",7,2015-03-06,2015-04-24
3547,Marriott International Inc.,7,1998-04-03,1998-05-15
6597,Apigee Corporation,7,2016-09-23,2016-11-04
6494,"TubeMogul, Inc.",7,2016-04-15,2016-12-16
7105,"HBT Financial, Inc.",7,2020-01-03,2020-02-14
490,Ares Commercial Real Estate Corporation,7,2020-01-24,2020-03-06
502,"ARM Financial Group, Inc.",7,1998-07-03,1999-01-01
1930,EMusic.com Inc.,7,1999-10-01,1999-12-10
315,American Income Holding Incorporated,7,1994-09-16,1994-10-28
64,"AcelRx Pharmaceuticals, Inc.",8,2014-01-03,2014-03-21
7211,NETSTREIT Corp.,8,2020-11-06,2020-12-25
2102,"Factory 2-U Stores, Inc.",8,2000-07-28,2001-02-02
4347,Panhandle Oil and Gas Inc. Class A,8,2014-07-18,2014-09-26
4388,"PCTEL, Inc.",8,2000-07-07,2000-09-08
4098,North American Mortgage Company,8,1993-10-01,1994-09-16
4429,"Avid Bioservices, Inc.",8,2012-09-21,2020-12-25
2007,"ePresence, Inc.",8,1999-12-24,2000-03-10
4821,Repros Therapeutics Inc.,8,2013-09-06,2014-08-29
3947,"Natures Sunshine Products, Inc.",8,1996-04-12,1998-04-03
3984,"Net2000 Communications, Inc.",8,2000-04-07,2000-06-30
4674,Puritan-Bennett Corporation,8,1995-07-07,1995-08-25
1809,Dura Automotive Sys A,8,1999-07-02,1999-08-20
4577,"Predictive Systems, Inc.",8,2000-07-07,2000-11-10
4606,Prima Energy Corporation,8,2004-06-11,2004-07-30
1882,"Egghead.com, Inc.",8,1998-11-27,1999-04-09
1600,Cypress Bioscience Inc.,8,2007-05-25,2007-10-19
1609,Cytogen Corp.,8,1992-01-17,2000-09-15
3994,"NetGravity, Inc.",8,1999-07-09,1999-10-22
1585,Curtiss Wright Class B,8,2004-11-26,2005-04-22
1733,"Windtree Therapeutics, Inc.",8,2004-01-23,2004-05-28
3517,Manufacturers Services Limited,8,2000-08-04,2000-09-22
797,Birks Group Inc.,8,1992-11-13,1993-01-29
884,Brightcove Inc.,8,2020-10-23,2020-12-25
3700,"Yield10 Bioscience, Inc.",8,2007-10-05,2007-12-28
5753,Trex Medical Corporation,8,1998-07-03,1998-08-21
5731,Transmeridian Expl Inc,8,2006-01-06,2006-07-07
3622,MDC Partners Inc. Class A,8,2018-01-05,2018-02-23
2386,GenCare Health Systems Inc.,8,1994-12-09,1995-01-27
5786,"Trius Therapeutics, Inc.",8,2013-07-19,2013-09-06
5408,"SUGEN, Inc.",8,1999-07-02,1999-08-27
1520,"Covenant Logistics Group, Inc. Class A",8,2018-03-16,2018-07-06
5784,Triton Network Sys Inc Com,8,2000-08-04,2000-09-22
6024,Verado Hldgs Inc Com Ser B,8,2000-04-07,2000-06-30
6053,Viant Corporation,8,2000-07-07,2000-08-25
1040,CareMatrix Corporation,8,1998-01-02,1998-03-27
