Stock_Index,Stock_Name,Weeks_Listed,First_Listed,Last_Listed
2026,"Esperion Therapeutics, Inc.",33,2003-06-27,2004-02-27
2762,Hooker Furniture Corporation,33,2017-04-28,2018-08-24
5267,"Specialty Laboratories, Inc.",33,2001-07-06,2002-03-29
3922,"National Golf Properties, Inc.",33,1999-07-02,2001-08-10
3982,Nerco Inc.,33,1992-01-03,1992-11-06
600,Aurora Foods Inc.,33,1999-07-02,2000-02-11
561,"AstroPower, Inc.",33,2001-07-06,2002-05-03
3761,Exabyte Corp,33,1992-01-03,1992-08-14
1265,"Citizens, Inc. Class A",33,2012-01-27,2017-01-13
6867,"KLX Energy Services Holdings, Inc.",33,2018-10-05,2019-05-24
464,"Aratana Therapeutics, Inc.",33,2014-12-19,2015-09-18
2147,Fieldstone Investment Corp.,33,2005-10-07,2006-06-16
3541,"MarketWatch, Inc.",33,1999-07-02,2000-03-24
588,"Atlas Pipeline Partners, L.P.",33,2006-01-06,2006-09-29
6590,Syndax Pharmaceuticals Inc,33,2020-05-01,2020-12-25
2651,"HCI Group, Inc.",33,2013-10-25,2017-03-03
5759,Triangle Pacific Corp.,33,1997-09-05,1998-07-31
7090,Oyster Point Pharma Inc,33,2020-01-03,2020-10-09
455,Apw Ltd Com,33,2000-08-04,2001-03-16
192,"Arcturus Therapeutics Holdings, Inc.",33,2020-05-01,2020-12-25
3386,"Lilly Industries, Inc.",33,1997-07-25,2000-12-29
899,"Broadway Stores, Inc.",33,1993-08-27,1994-11-18
2220,Firstbank of Illinois Co.,34,1997-10-03,1998-06-26
1569,CTC Communications Group Inc.,34,1999-12-31,2000-10-06
6899,"Vapotherm, Inc.",34,2020-05-08,2020-12-25
2269,Force Protection,34,2007-06-22,2009-06-26
829,Bluegreen Corp.,34,2004-12-17,2006-01-27
68,"ACLARA BioSciences, Inc.",34,2000-04-07,2001-01-26
6824,"Sterling Bancorp, Inc.",34,2018-06-08,2019-04-19
5092,"Sequential Brands Group, Inc.",34,2015-04-10,2016-10-14
1509,Cougar Biotechnology,34,2008-10-03,2009-06-26
5512,"Takecare, Inc.",34,1993-01-29,1994-06-24
4704,"Quantum Health Resources, Inc.",34,1994-01-28,1994-12-16
4747,Raser Technologies Inc.,34,2007-10-05,2008-08-08
6984,"SI-BONE, Inc.",34,2019-12-20,2020-12-25
1799,Ducommun Incorporated,34,2019-03-01,2020-12-25
6142,Washington Energy Company,34,1993-01-29,1997-02-07
3175,Keithley Instruments,34,2000-07-07,2001-05-18
6367,Zygo Corporation,34,2000-07-07,2001-05-25
486,AremisSoft Corporation,34,2000-09-15,2001-07-20
6441,NeuroDerm Ltd.,35,2017-03-03,2017-10-27
6129,"Walden Residential Properties, Inc.",35,1999-07-02,2000-02-25
6318,Xpedior Incorporated,35,2000-01-07,2000-09-01
6296,Wyle Electronics,35,1995-09-08,1997-08-29
6372,Bellicum Pharmaceuticals Inc,35,2015-03-27,2016-12-02
6758,"Daseke, Inc.",35,2018-01-05,2018-09-28
5510,Tahoe Resources Inc.,35,2017-03-03,2017-10-27
3905,"NAPCO Security Technologies, Inc.",35,2019-05-10,2020-12-18
4601,Price Legacy Corporation,35,1997-07-04,2004-12-31
4514,Placer Sierra Bancshares,35,2006-10-06,2007-06-01
2856,"Ignyta, Inc.",35,2015-09-18,2018-02-02
2756,"HomeSide, Inc.",35,1997-07-04,1998-02-27
6221,Westmoreland Coal Company,35,2014-06-13,2015-04-17
471,Arcadian Corporation,35,1996-07-05,1997-02-28
1112,"Cell Pathways, Inc.",36,2000-01-21,2000-09-22
6686,"SendGrid, Inc.",36,2018-06-01,2019-02-01
706,"Bassett Furniture Industries, Inc.",36,1993-01-01,1994-01-14
1464,Convera Corp. Class A,36,2000-03-03,2005-12-16
5207,Soapstone Networks Inc.,36,2000-09-01,2001-05-25
1548,"Critical Care America, Inc.",36,1992-01-03,1992-09-04
5659,Ticketmaster Entertainment,36,2008-08-22,2010-01-22
6571,"BATS Global Markets, Inc.",36,2016-06-24,2017-02-24
4054,Newpower Holdings,36,2000-11-03,2001-07-06
2064,Exchange Applications Com New,36,1999-11-19,2000-09-15
2193,"First Florida Banks, Inc.",36,1992-04-17,1992-12-25
4987,Santa Fe Pacific Pipeline Partners,36,1997-07-04,1998-03-06
5600,"Terra Nitrogen Company, L.P.",36,1997-07-04,1998-04-17
1290,"Click Commerce, Inc.",36,2000-08-04,2001-05-25
1249,Circle K Corporation,36,1995-09-01,1996-05-24
6416,Adaptimmune Therapeutics PLC Sponsored ADR,36,2017-04-28,2018-03-30
2718,Hi / Fn Inc Com,36,1999-07-02,2000-11-03
872,"Bradley Real Estate, Inc.",36,1998-04-17,2000-09-29
321,American Medical Security,36,1997-05-09,1998-06-12
4771,Realogy Corporation,36,2006-08-04,2007-04-06
4218,On Command Corporation,36,1999-06-25,2000-06-02
4900,Rohr Inc.,36,1997-01-03,1997-12-19
7069,"CrossFirst Bankshares, Inc.",36,2019-10-04,2020-12-25
460,"Aquila Merchant Services, Inc.",36,2001-05-04,2002-01-04
392,"Anaren, Inc.",36,2000-07-07,2001-08-03
2818,Hypercom Corp,36,2006-05-05,2011-08-05
6346,DASAN Zhone Solutions Inc.,36,2001-06-01,2004-01-16
2013,Equity Corporation International,36,1997-07-04,1999-01-15
4531,PMA Capital Cp A,36,2002-01-04,2002-09-06
7128,Madison Square Garden Entertainment Corp Class A,36,2020-04-24,2020-12-25
4825,"Republic First Bancorp, Inc.",37,2016-12-23,2018-06-08
4943,"Rykoff-Sexton, Inc.",37,1997-03-14,1997-12-19
4244,"Oplink Communications, Inc.",37,2000-11-03,2011-03-04
3572,Mattersight Corporation,37,2000-02-18,2001-02-09
6286,"WorldGate Communications, Inc.",37,1999-07-02,2000-09-22
3143,"Justin Industries, Inc.",37,1993-01-22,2000-07-28
4937,Rust International Inc.,37,1992-01-17,1994-06-24
7154,"BioXcel Therapeutics, Inc.",37,2020-04-17,2020-12-25
1635,"DBT Online, Inc.",37,1997-09-19,1999-09-17
4205,Omega Protein Corporation,37,2015-11-20,2017-10-13
1717,"DigitalThink, Inc.",37,2000-04-07,2001-07-27
1270,City Bank,37,2006-07-28,2007-07-06
2497,Gold Resource Corporation,37,2012-09-28,2013-06-21
3533,"Mariner Post-Acute Network, Inc.",37,1998-01-02,1998-09-11
2489,GMH Communities Trust,37,2005-12-02,2006-12-08
221,"Alliance HealthCare Services, Inc.",37,2002-07-05,2008-10-03
3866,MTC Technologies Inc,37,2004-12-10,2005-11-25
3796,MModal Inc.,37,2011-12-02,2012-08-10
900,"Broadwind Energy, Inc.",37,2009-06-26,2010-03-05
3416,LodgeNet Interactive Corp.,37,2007-01-26,2007-10-26
4592,President Casinos Inc Com New,37,1993-07-02,1994-03-25
4671,Purchasepro Com Com New,37,2000-07-07,2001-03-16
1829,"E2open, Inc.",38,2013-09-27,2014-07-11
4250,Optical Communication Prods Cl A,38,2000-12-01,2001-08-17
4382,Payless Cashways Inc Com Par $0.01,38,1993-11-05,1994-07-22
442,"Applied Energetics, Inc.",38,2005-10-07,2006-08-04
4938,Rutherford-Moran Oil Corporation,38,1997-07-04,1998-07-03
6934,"Funko, Inc. Class A",38,2019-05-03,2020-01-31
7120,DraftKings Inc Class A,38,2020-04-10,2020-12-25
7158,Compugen Ltd.,38,2020-04-10,2020-12-25
6451,Paratek Pharmaceuticals Inc,38,2017-04-07,2018-01-05
3146,K&F Industries Holdings Inc.,38,2006-10-06,2007-06-22
3419,"Logicon, Inc.",38,1996-10-04,1997-08-01
4029,New Mountain Finance Corporation,38,2013-07-05,2014-03-21
5153,"Silknet Software, Inc.",38,1999-07-02,2000-04-14
1634,Dawson Geophysical Company,38,2007-08-24,2008-06-20
2972,"InterCept, Inc.",38,2001-06-29,2002-05-03
1983,Enterra Corporation,38,1994-10-07,1995-09-29
3204,KEYW Holding Corporation,38,2013-03-15,2019-04-26
148,AGENCY.COM Ltd.,38,2000-01-07,2000-09-29
1878,"Efficient Networks, Inc.",39,2000-07-07,2001-03-30
4762,RCS Capital Corp. Class A,39,2014-09-26,2015-06-19
7122,Sprout Social Inc Class A,39,2020-04-03,2020-12-25
1774,"Dover Motorsports, Inc.",39,2000-07-07,2002-03-29
4307,Pac-West Telecom Inc Com,39,1999-12-03,2000-09-08
22,AAIPharma Inc.,39,2002-02-01,2004-02-20
48,ACC Corp.,39,1997-07-11,1998-04-17
4374,"Patriot American Hospitality, Inc.",39,1996-10-04,1997-06-27
4834,"Resource America, Inc. Class A",39,1998-07-03,2005-06-24
2214,"First Sentinel Bancorp, Inc.",39,2003-10-03,2004-07-09
7127,Vertiv Holdings Co. Class A,39,2020-04-03,2020-12-25
2120,FBR Asset Investment Corporation,39,2002-07-05,2003-03-28
7131,"Beam Therapeutics, Inc.",39,2020-04-03,2020-12-25
7133,"Phathom Pharmaceuticals, Inc.",39,2020-04-03,2020-12-25
7162,Churchill Capital Corp II Class A,39,2020-04-03,2020-12-25
7144,"Passage Bio, Inc.",39,2020-04-03,2020-12-25
6923,GasLog Partners LP,39,2019-05-03,2020-01-24
7113,"PPD, Inc.",39,2020-04-03,2020-12-25
7112,Freedom Holding Corp.,39,2020-04-03,2020-12-25
5106,"LiveStyle, Inc.",39,2013-12-27,2014-09-19
7119,"Vir Biotechnology, Inc.",39,2020-04-03,2020-12-25
7153,Reynolds Consumer Products Inc,39,2020-04-03,2020-12-25
7156,Fisker Inc Class A,39,2020-04-03,2020-12-25
7161,Carlyle Group Inc,39,2020-04-03,2020-12-25
7148,"Tradeweb Markets, Inc. Class A",39,2020-04-03,2020-12-25
7160,AdaptHealth Corp. Class A,39,2020-04-03,2020-12-25
7147,Arcutis Biotherapeutics Inc,39,2020-04-03,2020-12-25
5804,Tucker Anthony Sutro,39,2000-08-18,2001-10-26
5601,Terra Nova Bermuda Hldgs Lt Ord Cl A,39,1999-07-02,2000-03-24
2405,"General Moly, Inc.",39,2007-10-26,2011-04-08
7157,"Viela Bio, Inc.",39,2020-04-03,2020-12-25
2394,"General Cigar Holdings, Inc.",39,1997-07-04,1998-03-27
5660,"Ticketmaster Group, Inc.",39,1997-09-26,1998-06-19
5934,"Universal Outdoor Holdings, Inc.",39,1997-07-04,1998-03-27
6601,MDC Partners Inc. Class A,39,2017-03-24,2018-02-23
7150,"Bill.com Holdings, Inc.",39,2020-04-03,2020-12-25
7152,"1Life Healthcare, Inc.",39,2020-04-03,2020-12-25
7134,"Schrodinger, Inc.",39,2020-04-03,2020-12-25
7142,"Constellation Pharmaceuticals, Inc.",39,2020-04-03,2020-12-25
7141,"Black Diamond Therapeutics, Inc.",39,2020-04-03,2020-12-25
7136,"Revolution Medicines, Inc.",39,2020-04-03,2020-12-25
5812,Turnstone Systems Inc.,39,2000-03-03,2001-01-12
1115,"Cellular Communications International, Inc.",39,1998-07-03,1999-03-26
556,"Asta Funding, Inc.",40,2006-05-05,2007-11-30
790,Biopure Corp. Class A,40,2000-07-07,2001-10-26
3980,Neose Technologies Inc Com,40,2000-03-03,2002-01-04
3957,"NBC Internet, Inc.",40,1999-12-03,2000-09-08
622,"AVEO Pharmaceuticals, Inc.",40,2011-09-23,2012-07-27
5176,Genesis Healthcare Inc Class A,40,2008-07-11,2015-09-18
1363,"Com21, Inc.",40,1999-01-08,2000-07-14
6721,"Abeona Therapeutics, Inc.",40,2018-01-05,2018-10-05
2292,L. B. Foster Company,40,2007-10-05,2015-02-27
1052,Carrols Restaurant Group Inc,40,2016-03-04,2018-10-12
6304,Xcelera Inc Com,40,2000-07-07,2001-06-08
1080,"CB Richard Ellis Services, Inc.",40,1997-10-10,1998-10-23
5894,United Community Financial Corp.,40,2018-03-16,2019-12-27
1053,Carson Pirie Scott & Co.,40,1997-03-14,1998-01-30
6454,"Otonomy, Inc.",40,2015-09-25,2017-08-25
2374,GasLog Ltd.,40,2019-05-03,2020-01-31
2442,"Geotek Communications, Inc.",40,1994-07-29,1996-10-11
4263,Ore Holdings Inc.,40,2000-07-07,2002-03-29
7035,"Vivint Smart Home, Inc. Class A",40,2020-01-17,2020-12-25
4127,NOVT Corporation,40,2000-02-18,2001-03-09
7005,"NextCure, Inc.",40,2019-10-04,2020-07-03
523,"Artisan Components, Inc.",40,2003-06-20,2004-12-24
5019,"Schuler Residential, Inc.",40,1993-10-01,2002-02-15
3867,Mti Technology Corp Com,40,1999-07-09,2000-05-19
599,Aurora Biosciences Corporation,40,2000-07-07,2001-07-13
5428,"SunEdison Semiconductor, Inc.",41,2014-12-26,2016-12-02
5278,"SpeedFam-IPEC, Inc.",41,1997-07-04,2000-09-01
1476,Coram Healthcare Corp.,41,1994-10-07,1995-07-21
5266,"Specialty Equipment Companies, Inc.",41,1999-01-08,2000-11-24
6626,"AdvancePierre Foods Holdings, Inc.",41,2016-09-23,2017-06-30
5457,SureWest Communications,41,2002-07-05,2004-01-23
3394,"Lincoln Electric Holdings, Inc.",41,1997-07-11,1998-05-29
5075,"Determine, Inc.",41,2000-04-07,2001-01-12
5222,"Somera Communications, Inc.",41,1999-12-03,2001-01-26
3605,KeyBanc Capital Markets,41,1997-09-26,1998-10-23
835,"Boardwalk Pipeline Partners, LP",41,2005-12-23,2006-09-29
233,Allied Riser Communications Corporation,41,1999-11-05,2000-08-11
6330,York Water Company,41,2016-12-09,2020-12-25
2721,High Speed Access Corp.,41,1999-07-02,2000-04-07
4246,Opnext Inc.,41,2007-03-23,2007-12-28
4089,Noranda Aluminum Holding Corporation,41,2011-09-23,2012-09-14
6277,Woodbridge Holdings Corp.,41,2004-07-02,2005-08-19
4413,"Penson Worldwide, Inc.",41,2006-10-27,2007-10-12
2056,"Exacttarget, Inc.",41,2012-09-28,2013-07-05
4793,Regulus Therapeutics Inc.,41,2014-10-24,2015-12-25
1484,"CorEnergy Infrastructure Trust, Inc.",41,2019-05-10,2020-02-21
3781,Mips Technologies Inc Cl B,42,2000-06-23,2001-04-13
2380,Gaylord Container Corporation,42,1995-02-17,1998-05-08
5688,"TNP Enterprises, Inc.",42,1998-11-13,2000-04-28
4170,"Objective Systems Integrators, Inc.",42,1996-07-05,2001-01-26
1428,"Connecticut Bancshares, Inc.",42,2003-07-18,2004-04-30
6779,"Scorpio Bulkers, Inc.",42,2019-09-13,2020-12-25
1562,Crystal River Capital,42,2006-10-06,2007-07-20
6703,Dorian LPG Ltd.,42,2019-07-05,2020-12-25
5469,SWK Holdings Corporation,42,2000-04-21,2001-02-02
5687,TMS International Corp. Class A,42,2012-12-21,2013-10-11
2873,"Immune Pharmaceuticals, Inc.",42,2000-02-18,2000-12-08
5829,USB Holding,42,2004-10-01,2007-10-12
6071,"Virginia Commerce Bancorp, Inc.",42,2006-02-24,2014-01-31
2598,"Halter Marine Group, Inc.",42,1997-07-11,1998-07-17
2578,"Gulf Island Fabrication, Inc.",42,2006-12-01,2011-04-29
1823,E.Spire Communications,42,1998-07-03,2000-03-24
2955,"IES Holdings, Inc.",42,1998-07-17,2020-12-25
2797,Hubbell Incorporated Class A,42,1997-07-11,1998-06-19
333,American Retirement Corporation,42,2005-10-07,2006-07-21
2992,International Steel Group Inc.,42,2004-07-02,2005-04-15
3071,Isilon Systems,43,2010-02-12,2010-12-17
6265,Winthrop Realty Trust,43,2014-05-02,2015-11-20
6360,"Zomax, Inc.",43,1999-10-08,2000-09-15
1921,"Emisphere Technologies, Inc.",43,2000-01-14,2002-01-11
4889,"Rock Creek Pharmaceuticals, Inc.",43,2009-04-17,2012-09-28
6981,Crinetics Pharmaceuticals Inc,43,2019-05-03,2020-10-16
5180,Skyterra Communications Inc Com New,43,1999-10-29,2000-08-18
5311,"SSA Global Technologies, Inc.",43,2005-10-07,2006-07-28
5694,"TomoTherapy, Inc.",43,2007-06-22,2008-04-11
3774,"Miller Industries, Inc.",43,1996-10-04,1998-01-23
5766,"Trico Marine Services, Inc.",43,1997-09-12,2001-05-25
2490,Thunderbird Resources Equity Inc.,43,2006-12-01,2009-01-02
3528,"Marimba, Inc.",43,1999-07-02,2000-04-21
5657,Oxford Square Capital Corp.,43,2013-04-26,2014-03-21
6423,"Barnes & Noble Education, Inc.",43,2015-08-14,2017-06-23
2717,"Hi-Tech Pharmacal Co., Inc.",43,2011-12-02,2014-04-11
4268,Organogenesis Inc.,44,1997-09-26,2000-09-15
6765,"NCS Multistage Holdings, Inc.",44,2018-01-05,2018-11-02
3917,"National Discount Brokers Group, Inc.",44,1999-07-02,2000-11-24
3918,National Education Corporation,44,1996-07-05,1997-06-27
776,BindView Development Corporation,44,1999-07-02,2001-01-19
282,American Italian Pasta A,44,2009-09-25,2010-07-23
3767,Midwest Banc,44,2006-01-27,2007-02-23
1271,Cityscape Financial Corp.,44,1996-07-05,1997-07-11
4800,RELTEC Corporation,44,1998-07-03,1999-04-30
4672,Pure Atria Corporation,44,1996-07-05,1997-07-25
4008,Network Equipment Technologies Inc.,44,1995-07-21,1996-06-14
6971,"Retail Value, Inc.",44,2019-05-03,2020-02-28
4295,"Millendo Therapeutics, Inc.",44,2014-11-07,2015-09-18
2826,iBasis Inc.,44,1999-12-03,2000-09-29
2759,"HomeTrust Bancshares, Inc.",44,2017-11-03,2019-03-01
6169,Pulte Homes Inc.,44,1998-02-20,2001-07-27
2888,INB Financial Corporation,44,1992-01-03,1992-10-30
3417,Loews Cineplex Entertainment Corporation,44,1998-10-23,1999-08-20
5713,TPC Group Inc.,45,2012-01-27,2012-12-07
5782,"Tritel, Inc.",45,2000-01-07,2000-11-10
5198,"Smiths Food & Drug Centers, Inc.",45,1992-01-03,1997-09-05
566,"@Road, Inc.",45,2003-06-20,2004-06-04
6699,BBX Capital Corporation Class A,45,2018-01-05,2019-04-05
6726,"Banco Latinoamericano de Comercio Exterior, S.A. Class E",45,2019-05-03,2020-03-06
2575,Guilford Mills Inc.,45,1997-09-05,1998-07-17
6334,"Zafgen, Inc.",45,2014-11-28,2015-10-09
5980,"Valence Technology, Inc.",45,1999-12-24,2000-11-24
3393,Lincoln Educational Services Corporation,45,2009-09-25,2010-07-30
5533,Tarragon,45,2005-02-25,2006-05-05
5389,"STR Holdings, Inc.",45,2010-09-24,2011-07-29
4929,"Rubicon Technology, Inc.",45,2010-04-16,2011-06-10
4960,"Saga Systems, Inc.",45,1998-07-03,2000-05-05
6958,Autolus Therapeutics Plc Sponsored ADR,46,2019-05-03,2020-06-26
4907,Rosetta Stone Inc.,46,2010-03-12,2020-09-25
6285,WorldCom Inc.,46,2001-06-08,2002-04-19
7076,"ACM Research, Inc. Class A",46,2020-01-17,2020-12-25
5132,"Sierra On-Line, Inc.",46,1995-07-14,1996-07-19
79,"P10 Industries, Inc.",46,2000-09-01,2001-07-13
2303,"FPA Medical Management, Inc.",46,1997-01-31,1998-04-24
5654,"Molecular Templates, Inc.",46,2005-11-25,2020-10-16
5309,"SS&C Technologies, Inc.",46,2004-10-22,2005-11-18
256,Alterra Healthcare Corporation,46,1998-01-02,1999-04-23
5383,Stonegate Bank,46,2016-11-18,2017-09-29
3977,Globix Corporation,46,1999-12-10,2000-10-20
1411,Comverse Technology Inc.,46,2012-03-23,2013-02-01
6967,AVROBIO Inc,47,2019-07-19,2020-11-13
4077,Niku Corporation,47,2000-04-07,2001-02-23
601,"Auspex Pharmaceuticals, Inc.",47,2014-03-28,2015-05-01
5692,Tollgrade Communications,47,2000-02-25,2001-05-25
2549,"Greenfield Industries, Inc.",47,1995-08-18,1997-11-28
5653,Three-Five Systems,47,2000-01-14,2001-02-02
6625,"Ardelyx, Inc.",47,2016-09-23,2020-03-06
2576,Guilford Pharmaceuticals Inc.,47,1997-08-22,2001-07-20
1340,Cole National Corporation,47,1997-06-20,1998-07-31
761,"BET Holdings, Inc.",47,1997-09-12,1998-07-31
1399,Computer Network Technology Corporation,47,1999-05-21,2002-02-08
2156,"Financial Institutions, Inc.",47,2017-02-24,2020-01-17
2163,First Acceptance Corporation,47,2006-01-27,2007-04-06
514,Arrow Financial Corporation,47,2016-11-11,2019-03-15
1573,CU Bancorp,47,2016-12-09,2017-10-27
2768,Horizon Offshore,47,2006-10-13,2007-12-07
2766,Horizon Group Inc.,47,1995-07-21,1996-06-28
7087,"Frequency Therapeutics, Inc.",47,2020-01-03,2020-12-25
4462,"PharMerica, Inc.",47,1997-12-05,1999-03-19
2691,"Hemisphere Media Group, Inc. Class A",47,2014-10-31,2015-09-18
7097,Pennant Group Inc,47,2020-01-03,2020-12-25
4312,Pacific Continental Corporation,47,2017-01-13,2017-12-01
4249,"Optical Coating Laboratory, Inc.",47,1999-03-12,2000-02-04
5813,"Tut Systems, Inc.",47,1999-07-02,2000-11-10
6013,Vectrus Inc,47,2019-10-11,2020-12-25
2065,"Excite, Inc.",48,1998-07-03,1999-05-28
2999,Interstate Hotels Company,48,1997-07-04,1998-05-29
7110,"Aprea Therapeutics, Inc.",48,2020-01-03,2020-12-25
4817,Rental Service Corporation,48,1998-04-03,1999-07-30
3645,Medical Manager Corporation,48,1998-07-03,1999-07-23
6459,"City Office REIT, Inc.",48,2019-08-02,2020-12-25
5627,Theragenics Corporation,48,1997-08-29,1998-11-06
6786,Merchants Bancorp,48,2018-06-01,2019-04-26
5750,"Trendwest Resorts, Inc.",48,2001-07-06,2002-05-31
2411,"General Semiconductor, Inc.",48,1997-08-01,2001-08-24
6403,"Baxalta, Inc.",48,2015-07-03,2016-05-27
17,"AV Homes, Inc.",48,2006-05-05,2007-08-31
2959,"Integrated Systems, Inc.",48,1996-07-05,2000-02-11
3998,"Netopia, Inc.",48,1999-10-01,2000-08-25
6509,Materialise NV Sponsored ADR,49,2017-04-28,2018-03-30
5728,"TransEnterix, Inc.",49,2016-04-08,2019-03-29
5751,Trenwick Group,49,1998-04-10,2001-09-14
6562,"Armstrong Flooring, Inc.",49,2016-06-03,2018-09-21
2822,"Hyperion Therapeutics, Inc.",49,2013-09-27,2015-05-01
1923,"EMPHESYS Financial Group, Inc.",49,1994-07-01,1995-10-27
1019,Capstar Broadcasting Corporation,49,1998-07-03,1999-07-09
23,Aames Investment Corporation,49,1996-07-26,1997-09-12
2381,"Geeknet, Inc.",49,2000-01-07,2001-02-02
2337,FRP Holdings Inc,49,2018-02-16,2019-04-26
1739,Ditech Networks Inc.,49,2000-07-07,2004-12-31
6177,"Webvan Group, Inc.",49,1999-12-03,2000-11-10
3717,"Metro One Telecommunications, Inc.",49,2001-05-04,2002-04-19
952,C-Cube Microsystems Inc.,49,2000-05-05,2001-05-18
2738,HMT Technology Corporation,49,1997-07-04,1999-01-22
2640,"Hawkins, Inc.",49,2016-11-25,2020-12-25
5294,"Sportsmans Warehouse Holdings, Inc.",49,2015-09-25,2020-12-25
3752,"Mid Am, Inc.",49,1997-10-10,1998-09-25
3856,Mpower Holding Corporation,49,1999-07-16,2000-09-01
6478,Gener8 Maritime Inc,50,2015-09-25,2018-06-08
7062,"Castle Biosciences, Inc.",50,2019-12-06,2020-12-25
3195,Key3Media Group Inc.,50,2000-09-15,2001-08-31
4529,"PLX Technology, Inc.",50,1999-07-02,2000-11-03
7028,"iHeartMedia, Inc. Class A",50,2019-10-04,2020-12-25
7064,"Provention Bio, Inc.",50,2019-12-06,2020-12-25
4815,"Rent-Way, Inc.",50,1998-12-18,2000-10-27
4141,"Nuance Communications, Inc.",50,2000-05-05,2001-07-13
1699,"Dianon Systems, Inc.",50,2001-11-16,2003-01-31
848,"Bon-Ton Stores, Inc.",50,2006-03-03,2007-08-31
5614,"Tetraphase Pharmaceuticals, Inc.",50,2014-09-26,2015-09-04
5395,Stratos Lightwave,50,2000-08-04,2001-07-27
2443,GeoTel Communications Corporation,50,1998-07-03,1999-06-18
2521,Graham Packaging Co. Inc.,50,2010-09-24,2011-09-02
6551,Advanced Accelerator Applications SA Sponsored ADR,50,2017-03-03,2018-02-09
6090,"Vitalink Pharmacy Services, Inc.",50,1997-08-29,1998-08-28
1163,Channeladvisor Corporation,51,2013-09-27,2020-10-23
2819,Hyperdynamics Corporation,51,2010-12-24,2012-01-27
2283,Fort Wayne National Corporation,51,1997-02-28,1998-03-27
5539,TBS International PLC Cl A,51,2007-10-05,2008-09-19
4617,"Primus Guaranty, Ltd.",51,2005-12-30,2007-10-05
6993,Ellington Financial Inc.,51,2019-05-03,2020-12-25
7052,Global Blue Group Holding AG,51,2019-10-04,2020-09-25
2121,FCStone Group,51,2007-10-05,2008-09-26
4973,Samsonite Corp New Com,51,1997-07-04,1998-06-19
6438,"Adamas Pharmaceuticals, Inc.",51,2015-12-25,2018-09-28
2728,Hillhaven Corporation,51,1994-10-07,1995-09-22
2901,"Inet Technologies, Inc.",51,2000-07-07,2004-03-12
